Country/Region,ObservationDate,SNo,Confirmed,Deaths,Recovered
MS Zaandam,2020-12-31,5590912,279,62,203
MS Zaandam,2021-01-31,6324616,279,62,217
MS Zaandam,2021-02-28,6344254,252,56,196
MS Zaandam,2021-03-31,7723588,279,62,217
MS Zaandam,2021-04-30,8174415,270,60,210
MS Zaandam,2021-05-31,8556392,261,58,203
Macau,2020-01-31,2401,46,0,0
Macau,2020-02-29,46669,283,0,105
Macau,2020-03-31,199007,556,0,303
Macau,2020-04-30,472948,1335,0,553
Macau,2020-05-31,811364,1395,0,1317
Macau,2020-06-30,1308133,1356,0,1350
Macau,2020-07-31,2044133,1426,0,1405
Macau,2020-08-31,2759751,1426,0,1426
Macau,2020-09-30,3353415,1380,0,1380
Macau,2020-10-31,4171487,1426,0,1426
Macau,2020-11-30,4724302,1380,0,1380
Macau,2020-12-31,5602134,1426,0,1426
Macau,2021-01-31,6335849,1437,0,1426
Macau,2021-02-28,6354418,1340,0,1298
Macau,2021-03-31,7734841,1488,0,1465
Macau,2021-04-30,8185305,1464,0,1449
Macau,2021-05-31,8566919,1441,0,1421
Madagascar,2020-03-31,107176,271,0,0
Madagascar,2020-04-30,468636,3143,0,1016
Madagascar,2020-05-31,805729,10795,39,3762
Madagascar,2020-06-30,1298081,42217,356,14793
Madagascar,2020-07-31,2033407,192907,1707,108851
Madagascar,2020-08-31,2748901,420613,4977,369219
Madagascar,2020-09-30,3342915,473830,6432,435115
Madagascar,2020-10-31,4160613,519886,7379,497507
Madagascar,2020-11-30,4713569,517577,7460,496532
Madagascar,2020-12-31,5590943,544836,7994,527222
Madagascar,2021-01-31,6324647,564230,8371,544729
Madagascar,2021-02-28,6344282,545744,8101,525493
Madagascar,2021-03-31,7723619,671004,10426,634212
Madagascar,2021-04-30,8174445,920949,15973,767345
Madagascar,2021-05-31,8556421,1151778,21807,1076441
Mainland China,2020-01-31,69157,38340,905,838
Mainland China,2020-02-29,1424479,1631535,46380,376775
Mainland China,2020-03-31,6309317,2506812,98374,2005260
Mainland China,2020-04-30,15143616,2469365,118170,2318001
Mainland China,2020-05-31,25979524,2571194,143639,2422350
Mainland China,2020-06-30,41879006,2497323,139020,2351613
Mainland China,2020-07-31,65431579,2595103,143654,2440267
Mainland China,2020-08-31,88330610,2628794,143654,2467241
Mainland China,2020-09-30,107327260,2557006,139020,2412748
Mainland China,2020-10-31,133506246,2655726,143654,2504202
Mainland China,2020-11-30,151194870,2590049,139020,2440256
Mainland China,2020-12-31,179285772,2690556,143654,2537233
Mainland China,2021-01-31,202764739,2735735,143680,2556132
Mainland China,2021-02-28,203357252,2513697,129808,2363312
Mainland China,2021-03-31,247532489,2792080,143716,2642985
Mainland China,2021-04-30,261946770,2714147,139080,2566443
Mainland China,2021-05-31,274157851,2635134,134444,2491785
Malawi,2020-04-30,457725,528,53,56
Malawi,2020-05-31,805760,2747,101,748
Malawi,2020-06-30,1298111,19374,223,3835
Malawi,2020-07-31,2033438,82400,1690,29213
Malawi,2020-08-31,2748932,154885,4808,81748
Malawi,2020-09-30,3342945,170733,5325,115884
Malawi,2020-10-31,4160644,181240,5622,150105
Malawi,2020-11-30,4713599,179342,5542,161914
Malawi,2020-12-31,5590974,191330,5786,173191
Malawi,2021-01-31,6324678,415229,11034,196701
Malawi,2021-02-28,6344310,808919,25965,397360
Malawi,2021-03-31,7723650,1020068,33679,806022
Malawi,2021-04-30,8174475,1016210,34046,944567
Malawi,2021-05-31,8556450,992175,33420,935769
Malaysia,2020-01-31,2375,38,0,0
Malaysia,2020-02-29,46532,529,0,233
Malaysia,2020-03-31,196021,27636,264,3679
Malaysia,2020-04-30,468695,145040,2393,76354
Malaysia,2020-05-31,805791,214779,3443,167455
Malaysia,2020-06-30,1298141,252725,3576,225307
Malaysia,2020-07-31,2033469,271966,3792,264528
Malaysia,2020-08-31,2748963,284350,3878,274699
Malaysia,2020-09-30,3342975,302097,3895,280861
Malaysia,2020-10-31,4160675,621112,5691,423528
Malaysia,2020-11-30,4713629,1451172,9343,1086286
Malaysia,2020-12-31,5591005,2734703,13000,2249826
Malaysia,2021-01-31,6324709,4894111,18714,3802925
Malaysia,2021-02-28,6344338,7379863,27141,6170137
Malaysia,2021-03-31,7723681,10091945,37533,9521994
Malaysia,2021-04-30,8174505,11169973,41057,10556351
Malaysia,2021-05-31,8556479,13704873,56392,12311268
Maldives,2020-03-31,174016,289,0,86
Maldives,2020-04-30,468725,2519,2,449
Maldives,2020-05-31,805822,32674,108,3031
Maldives,2020-06-30,1298171,62485,235,41382
Maldives,2020-07-31,2033500,90220,422,71638
Maldives,2020-08-31,2748994,182727,710,110614
Maldives,2020-09-30,3343005,278856,959,222820
Maldives,2020-10-31,4160706,343649,1105,310617
Maldives,2020-11-30,4713659,369915,1279,340778
Maldives,2020-12-31,5591036,415623,1478,394250
Maldives,2021-01-31,6324740,451616,1533,420490
Maldives,2021-02-28,6344366,500324,1603,435181
Maldives,2021-03-31,7723712,679662,2004,598247
Maldives,2021-04-30,8174535,792272,2068,694634
Maldives,2021-05-31,8556508,1299472,3023,847503
Mali,2020-03-31,67747,106,5,0
Mali,2020-04-30,468755,5898,382,1424
Mali,2020-05-31,805853,26486,1544,14042
Mali,2020-06-30,1298201,53905,3041,33394
Mali,2020-07-31,2033531,75197,3753,54141
Mali,2020-08-31,2749025,81775,3875,62085
Mali,2020-09-30,3343035,88671,3846,69492
Mali,2020-10-31,4160737,104007,4104,79823
Mali,2020-11-30,4713689,120596,4254,88551
Mali,2020-12-31,5591067,183402,6461,116819
Mali,2021-01-31,6324771,239845,9506,169230
Mali,2021-02-28,6344394,230661,9577,173196
Mali,2021-03-31,7723743,282009,11345,203688
Mali,2021-04-30,8174565,370821,12899,224276
Mali,2021-05-31,8556537,410171,14668,266458
Malta,2020-03-31,177723,1707,0,35
Malta,2020-04-30,468785,11099,71,3331
Malta,2020-05-31,805884,16920,181,13966
Malta,2020-06-30,1298231,19477,270,18142
Malta,2020-07-31,2033562,21346,279,20446
Malta,2020-08-31,2749056,41914,294,26258
Malta,2020-09-30,3343065,74643,590,58537
Malta,2020-10-31,4160768,137553,1426,99499
Malta,2020-11-30,4713719,242409,2914,177896
Malta,2020-12-31,5591098,352991,5572,294553
Malta,2021-01-31,6324802,476588,7450,394624
Malta,2021-02-28,6344422,559054,8202,481564
Malta,2021-03-31,7723774,823697,11033,730958
Malta,2021-04-30,8174595,893451,12166,865240
Malta,2021-05-31,8556566,883361,12095,866426
Marshall Islands,2020-10-31,577266,8,0,0
Marshall Islands,2020-11-30,4713749,76,0,18
Marshall Islands,2020-12-31,5591129,124,0,118
Marshall Islands,2021-01-31,6324833,124,0,124
Marshall Islands,2021-02-28,6344450,112,0,112
Marshall Islands,2021-03-31,7723805,124,0,124
Marshall Islands,2021-04-30,8174625,120,0,120
Marshall Islands,2021-05-31,8556595,116,0,116
Martinique,2020-03-31,85928,172,6,0
Mauritania,2020-03-31,145629,46,2,6
Mauritania,2020-04-30,468815,204,30,108
Mauritania,2020-05-31,805915,4057,182,292
Mauritania,2020-06-30,1298261,67050,2572,17255
Mauritania,2020-07-31,2033593,172865,4560,96587
Mauritania,2020-08-31,2749087,208217,4882,182235
Mauritania,2020-09-30,3343095,219109,4821,205529
Mauritania,2020-10-31,4160803,235602,5044,226593
Mauritania,2020-11-30,4713779,240629,5017,226412
Mauritania,2020-12-31,5591160,357674,7814,272104
Mauritania,2021-01-31,6324864,491063,12270,438621
Mauritania,2021-02-28,6344478,475129,12060,454206
Mauritania,2021-03-31,7723836,542837,13784,521409
Mauritania,2021-04-30,8174655,543196,13560,522720
Mauritania,2021-05-31,8556624,547189,13267,523781
Mauritius,2020-03-31,121022,841,26,0
Mauritius,2020-04-30,468845,8914,255,3993
Mauritius,2020-05-31,805946,10311,310,9938
Mauritius,2020-06-30,1298291,10136,300,9744
Mauritius,2020-07-31,2033624,10622,310,10255
Mauritius,2020-08-31,2749118,10750,310,10359
Mauritius,2020-09-30,3343125,10896,300,10136
Mauritius,2020-10-31,4160834,12802,310,11476
Mauritius,2020-11-30,4713809,14299,300,12833
Mauritius,2020-12-31,5591191,16106,310,15006
Mauritius,2021-01-31,6324895,17037,310,16010
Mauritius,2021-02-28,6344506,16729,280,15465
Mauritius,2021-03-31,7723867,23585,312,18514
Mauritius,2021-04-30,8174685,35374,431,26113
Mauritius,2021-05-31,8556653,36911,493,33011
Mayotte,2020-03-31,41664,21,0,0
Mexico,2020-01-31,84,0,0,0
Mexico,2020-02-29,5597,5,0,0
Mexico,2020-03-31,197323,6921,108,157
Mexico,2020-04-30,468875,220185,18449,98988
Mexico,2020-05-31,11960545,1560343,165485,1048045
Mexico,2020-06-30,41875077,4692440,562682,3479273
Mexico,2020-07-31,65427077,10107738,1164238,7789179
Mexico,2020-08-31,88325919,16108026,1749213,13036674
Mexico,2020-09-30,107322720,20309152,2150492,17039801
Mexico,2020-10-31,133501534,26077771,2649132,22073682
Mexico,2020-11-30,154266158,30342144,2962546,23701410
Mexico,2020-12-31,184890727,39586956,3594393,29386760
Mexico,2021-01-31,209103380,50652332,4367196,38061080
Mexico,2021-02-28,209714190,55678011,4863060,43267965
Mexico,2021-03-31,255270120,67295623,6056567,53068236
Mexico,2021-04-30,270134775,68840861,6318085,54680770
Mexico,2021-05-31,282727380,68985170,6383863,55048161
Micronesia,2021-01-31,2328403,11,0,3
Micronesia,2021-02-28,6344534,28,0,28
Micronesia,2021-03-31,7723898,31,0,31
Micronesia,2021-04-30,8174715,30,0,30
Micronesia,2021-05-31,8556682,29,0,29
Moldova,2020-03-31,174003,2328,21,53
Moldova,2020-04-30,468905,62717,1591,11148
Moldova,2020-05-31,805996,183842,6349,81818
Moldova,2020-06-30,1298321,370715,12597,208210
Moldova,2020-07-31,2033655,633899,20699,418697
Moldova,2020-08-31,2749149,948327,27746,658636
Moldova,2020-09-30,3343155,1336462,34847,969584
Moldova,2020-10-31,4160865,2024123,48006,1462677
Moldova,2020-11-30,4713839,2719636,61162,2184226
Moldova,2020-12-31,5591222,4002186,82166,3509490
Moldova,2021-01-31,6324937,4724038,100286,4395355
Moldova,2021-02-28,6344562,4799569,102859,4423957
Moldova,2021-03-31,7723929,6450183,136836,5682219
Moldova,2021-04-30,8174745,7299198,164340,6821109
Moldova,2021-05-31,8556711,7350580,173911,7090762
Monaco,2020-02-29,2874,1,0,0
Monaco,2020-03-31,198977,433,3,11
Monaco,2020-04-30,468935,2606,70,595
Monaco,2020-05-31,806027,2993,124,2657
Monaco,2020-06-30,1298351,3000,120,2804
Monaco,2020-07-31,2033686,3437,124,3059
Monaco,2020-08-31,2749180,4408,124,3489
Monaco,2020-09-30,3343185,5389,39,4096
Monaco,2020-10-31,4160896,8263,62,6908
Monaco,2020-11-30,4713869,15872,74,13032
Monaco,2020-12-31,5591253,22056,93,19190
Monaco,2021-01-31,6324968,36725,214,30166
Monaco,2021-02-28,6344590,49492,577,42596
Monaco,2021-03-31,7723960,65951,831,59977
Monaco,2021-04-30,8174775,71688,922,67935
Monaco,2021-05-31,8556740,72150,928,70463
Mongolia,2020-03-31,166015,150,0,4
Mongolia,2020-04-30,468965,784,0,171
Mongolia,2020-05-31,806058,3109,0,721
Mongolia,2020-06-30,1298381,6073,0,3505
Mongolia,2020-07-31,2033717,8047,0,6406
Mongolia,2020-08-31,2749211,9204,0,8455
Mongolia,2020-09-30,3343215,9335,0,9008
Mongolia,2020-10-31,4160927,10071,0,9626
Mongolia,2020-11-30,4713899,15411,0,9889
Mongolia,2020-12-31,5591284,30313,3,15683
Mongolia,2021-01-31,6324999,47060,56,31917
Mongolia,2021-02-28,6344618,67025,56,49133
Mongolia,2021-03-31,7723991,149927,124,103867
Mongolia,2021-04-30,8174805,630670,1357,345579
Mongolia,2021-05-31,8556769,1401787,5885,1113539
Montenegro,2020-03-31,127607,701,10,0
Montenegro,2020-04-30,468995,8188,122,2018
Montenegro,2020-05-31,806089,10037,269,9128
Montenegro,2020-06-30,1298411,10921,277,9450
Montenegro,2020-07-31,2033748,54628,888,14596
Montenegro,2020-08-31,2749242,124250,2322,88228
Montenegro,2020-09-30,3343245,227189,3891,152629
Montenegro,2020-10-31,4160958,461498,7083,332978
Montenegro,2020-11-30,4713929,820589,11871,544328
Montenegro,2020-12-31,5591315,1312373,18579,991739
Montenegro,2021-01-31,6325030,1704974,23035,1410947
Montenegro,2021-02-28,6344646,1930633,25218,1677258
Montenegro,2021-03-31,7724022,2615404,35649,2323328
Montenegro,2021-04-30,8174835,2846834,42052,2689172
Montenegro,2021-05-31,8556798,2861870,45003,2773218
Morocco,2020-03-31,195034,3758,192,114
Morocco,2020-04-30,469025,71867,3613,9521
Morocco,2020-05-31,806120,203338,5918,107307
Morocco,2020-06-30,1298441,284411,6388,235475
Morocco,2020-07-31,2033779,530553,8419,420705
Morocco,2020-08-31,2749273,1322632,21708,941233
Morocco,2020-09-30,3343275,2767280,50282,2199610
Morocco,2020-10-31,4160989,5233086,89160,4350036
Morocco,2020-11-30,4713959,8764895,144814,7279565
Morocco,2020-12-31,5591346,12547642,208724,11267601
Morocco,2021-01-31,6325061,14188137,244897,13393501
Morocco,2021-02-28,6344674,13392533,237355,12875400
Morocco,2021-03-31,7724053,15182695,270780,14777160
Morocco,2021-04-30,8174865,15128193,267865,14717401
Morocco,2021-05-31,8556827,14936115,263609,14577969
Mozambique,2020-03-31,92245,56,0,0
Mozambique,2020-04-30,469055,1062,0,151
Mozambique,2020-05-31,806151,4381,11,1384
Mozambique,2020-06-30,1298471,17887,104,4938
Mozambique,2020-07-31,2033810,41760,290,13141
Mozambique,2020-08-31,2749304,88562,569,39185
Mozambique,2020-09-30,3343305,179950,1175,104028
Mozambique,2020-10-31,4161020,332795,2356,250540
Mozambique,2020-11-30,4713989,432481,3378,371475
Mozambique,2020-12-31,5591377,532505,4518,471875
Mozambique,2021-01-31,6325092,831521,7668,595558
Mozambique,2021-02-28,6344702,1405822,14789,896367
Mozambique,2021-03-31,7724084,2000023,22451,1560712
Mozambique,2021-04-30,8174895,2069494,23889,1817919
Mozambique,2021-05-31,8556856,2040701,23951,1981984
Namibia,2020-03-31,145564,97,0,16
Namibia,2020-04-30,469085,472,0,143
Namibia,2020-05-31,806182,554,0,365
Namibia,2020-06-30,1298501,1843,0,559
Namibia,2020-07-31,2033841,33954,109,1607
Namibia,2020-08-31,2749335,137480,1118,52159
Namibia,2020-09-30,3343335,293487,3123,195205
Namibia,2020-10-31,4161051,377670,4015,316966
Namibia,2020-11-30,4714019,407143,4192,374664
Namibia,2020-12-31,5591408,559188,5264,487276
Namibia,2021-01-31,6325123,923307,8719,824085
Namibia,2021-02-28,6344730,1015143,10897,961560
Namibia,2021-03-31,7724115,1287688,14635,1207657
Namibia,2021-04-30,8174925,1389191,17649,1325800
Namibia,2021-05-31,8556885,1485415,20870,1394155
Nepal,2020-01-31,2304,7,0,0
Nepal,2020-02-29,47428,29,0,18
Nepal,2020-03-31,199298,56,0,31
Nepal,2020-04-30,469115,792,0,153
Nepal,2020-05-31,806213,13506,58,2137
Nepal,2020-06-30,1298531,210352,569,41128
Nepal,2020-07-31,2033872,535535,1239,321132
Nepal,2020-08-31,2749366,863563,3653,542907
Nepal,2020-09-30,3343365,1747272,11138,1218489
Nepal,2020-10-31,4161082,3896377,22114,2792714
Nepal,2020-11-30,4714049,6233158,36885,5312094
Nepal,2020-12-31,5591439,7741083,53289,7367852
Nepal,2021-01-31,6325154,8268041,60548,8078628
Nepal,2021-02-28,6344758,7636928,60803,7530016
Nepal,2021-03-31,7724146,8542862,92575,8418147
Nepal,2021-04-30,8174955,8652964,92807,8262690
Nepal,2021-05-31,8556914,12909717,144414,9949088
Netherlands,2020-02-29,8234,8,0,0
Netherlands,2020-03-31,561622,101993,5837,806
Netherlands,2020-04-30,2347044,847556,94860,6810
Netherlands,2020-05-31,4047448,1357150,173232,4967
Netherlands,2020-06-30,6519467,1467908,182259,5505
Netherlands,2020-07-31,23146521,1609488,190761,5970
Netherlands,2020-08-31,46923495,1987056,192279,14443
Netherlands,2020-09-30,57015535,2805482,189698,73008
Netherlands,2020-10-31,70923091,7020285,211846,157645
Netherlands,2020-11-30,80320292,13649806,256715,192994
Netherlands,2020-12-31,95243532,20507503,322195,253824
Netherlands,2021-01-31,107716745,28343170,401458,357015
Netherlands,2021-02-28,108031714,29303549,418927,384337
Netherlands,2021-03-31,131499613,36901518,503675,470066
Netherlands,2021-04-30,139157265,42290027,511880,607587
Netherlands,2021-05-31,145644467,46763492,512773,766075
New Zealand,2020-02-29,5633,2,0,0
New Zealand,2020-03-31,198191,3637,3,341
New Zealand,2020-04-30,469175,38859,272,20597
New Zealand,2020-05-31,806275,46429,652,43628
New Zealand,2020-06-30,1298591,45317,660,44470
New Zealand,2020-07-31,2033919,47976,682,46588
New Zealand,2020-08-31,2749397,50692,682,47670
New Zealand,2020-09-30,3343395,54113,730,50814
New Zealand,2020-10-31,4161113,58768,775,56393
New Zealand,2020-11-30,4714079,60239,750,57760
New Zealand,2020-12-31,5591470,65370,775,62910
New Zealand,2021-01-31,6325185,69608,775,66640
New Zealand,2021-02-28,6344786,65507,714,63182
New Zealand,2021-03-31,7724177,75612,806,72471
New Zealand,2021-04-30,8174985,77304,780,74374
New Zealand,2021-05-31,8556943,76847,754,75427
Nicaragua,2020-03-31,114508,33,5,0
Nicaragua,2020-04-30,469205,269,51,112
Nicaragua,2020-05-31,806306,6802,436,3739
Nicaragua,2020-06-30,1298621,49303,1791,28201
Nicaragua,2020-07-31,2033950,95826,3048,64765
Nicaragua,2020-08-31,2749428,128770,3995,89040
Nicaragua,2020-09-30,3343425,146980,4369,87390
Nicaragua,2020-10-31,4161144,165777,4767,124415
Nicaragua,2020-11-30,4714109,170201,4748,126750
Nicaragua,2020-12-31,5591501,183612,5043,130975
Nicaragua,2021-01-31,6325216,190873,5181,130975
Nicaragua,2021-02-28,6344814,178231,4798,118300
Nicaragua,2021-03-31,7724208,203458,5443,130975
Nicaragua,2021-04-30,8175015,203357,5398,126750
Nicaragua,2021-05-31,8556972,206190,5340,122525
Niger,2020-03-31,107429,119,11,0
Niger,2020-04-30,469235,15083,511,4307
Niger,2020-05-31,806337,26985,1596,21171
Niger,2020-06-30,1298651,30260,1982,26754
Niger,2020-07-31,2033981,34308,2124,30945
Niger,2020-08-31,2749459,36069,2139,33167
Niger,2020-09-30,3343455,35530,2070,33037
Niger,2020-10-31,4161175,37451,2139,34874
Niger,2020-11-30,4714139,39812,2089,34738
Niger,2020-12-31,5591532,75726,2645,43840
Niger,2021-01-31,6325247,125511,4235,89146
Niger,2021-02-28,6344842,130884,4711,114939
Niger,2021-03-31,7724239,151178,5607,138597
Niger,2021-04-30,8175045,153386,5685,143035
Niger,2021-05-31,8557001,154739,5565,143843
Nigeria,2020-02-29,5635,2,0,0
Nigeria,2020-03-31,198927,843,11,39
Nigeria,2020-04-30,469265,19506,574,4039
Nigeria,2020-05-31,806368,180866,5475,45752
Nigeria,2020-06-30,1298681,521195,13324,175349
Nigeria,2020-07-31,2034012,1081480,23530,452352
Nigeria,2020-08-31,2749490,1523808,30017,1090428
Nigeria,2020-09-30,3343485,1697188,32466,1386991
Nigeria,2020-10-31,4161206,1889825,34800,1684797
Nigeria,2020-11-30,4714169,1957643,34864,1834523
Nigeria,2020-12-31,5591563,2359755,37619,2092553
Nigeria,2021-01-31,6325278,3386814,44269,2721964
Nigeria,2021-02-28,6344870,4086780,49274,3401212
Nigeria,2021-03-31,7724270,4974919,62207,4475051
Nigeria,2021-04-30,8175075,4922431,61812,4620261
Nigeria,2021-05-31,8557030,4804892,59928,4528779
North Ireland,2020-02-29,2759,1,0,0
North Macedonia,2020-02-29,10814,4,0,0
North Macedonia,2020-03-31,198127,2469,40,49
North Macedonia,2020-04-30,469295,29086,1283,5898
North Macedonia,2020-05-31,806399,55465,3164,38840
North Macedonia,2020-06-30,1298711,127852,6176,55824
North Macedonia,2020-07-31,2034043,267796,12485,138040
North Macedonia,2020-08-31,2749521,393574,16907,280023
North Macedonia,2020-09-30,3343515,484487,20038,401568
North Macedonia,2020-10-31,4161237,721228,26064,534913
North Macedonia,2020-11-30,4714199,1422228,40405,859057
North Macedonia,2020-12-31,5591594,2316938,67591,1590687
North Macedonia,2021-01-31,6325309,2736461,83407,2228365
North Macedonia,2021-02-28,6344898,2725082,83970,2445099
North Macedonia,2021-03-31,7724301,3572167,105174,3065670
North Macedonia,2021-04-30,8175105,4319854,130729,3611302
North Macedonia,2021-05-31,8557059,4475350,150276,4123498
Norway,2020-02-29,10719,23,0,0
Norway,2020-03-31,195924,51326,234,88
Norway,2020-04-30,469325,200308,4258,941
Norway,2020-05-31,806430,253969,7048,77942
Norway,2020-06-30,1298741,259993,7290,242907
Norway,2020-07-31,2034074,279850,7854,257570
Norway,2020-08-31,2749552,309769,8063,278548
Norway,2020-09-30,3343545,373709,8001,304995
Norway,2020-10-31,4161268,512670,8601,363715
Norway,2020-11-30,4714229,868805,8983,447915
Norway,2020-12-31,5591625,1318834,12179,557938
Norway,2021-01-31,6325340,1785238,15756,557938
Norway,2021-02-28,6344926,1873818,16705,503944
Norway,2021-03-31,7724332,2572627,19951,557938
Norway,2021-04-30,8175135,3171867,21206,539940
Norway,2021-05-31,8557088,3450571,22414,521942
Oman,2020-02-29,15411,22,0,1
Oman,2020-03-31,197534,1700,1,359
Oman,2020-04-30,469355,32202,164,5647
Oman,2020-05-31,806461,169194,774,46072
Oman,2020-06-30,1298771,752585,3322,332884
Oman,2020-07-31,2034105,1918861,9199,1295975
Oman,2020-08-31,2749583,2564645,17484,2331765
Oman,2020-09-30,3343575,2740993,24157,2536187
Oman,2020-10-31,4161299,3346098,33509,2951861
Oman,2020-11-30,4714259,3601350,40180,3323729
Oman,2020-12-31,5591656,3926319,45626,3675633
Oman,2021-01-31,6325371,4078314,46892,3847728
Oman,2021-02-28,6344954,3852400,43254,3619485
Oman,2021-03-31,7724363,4607228,50127,4259170
Oman,2021-04-30,8175165,5301318,55194,4734243
Oman,2021-05-31,8557117,5937840,63074,5451790
Others,2020-02-29,41629,10076,35,44
Others,2020-03-31,119579,16152,154,4959
Pakistan,2020-02-29,10713,10,0,0
Pakistan,2020-03-31,197024,15577,126,377
Pakistan,2020-04-30,469385,230409,4503,47245
Pakistan,2020-05-31,806492,1261990,27051,379069
Pakistan,2020-06-30,7199467,4413294,88228,1730614
Pakistan,2020-07-31,14297979,7910429,166284,5724986
Pakistan,2020-08-31,19306942,8935125,190811,8277892
Pakistan,2020-09-30,23462955,9118734,191953,8707565
Pakistan,2020-10-31,29189094,10005964,205956,9499486
Pakistan,2020-11-30,33058753,10891173,220356,9778401
Pakistan,2020-12-31,39202972,13839663,282857,12200937
Pakistan,2021-01-31,44338977,16029828,340044,14625794
Pakistan,2021-02-28,44470118,15805181,345787,14700436
Pakistan,2021-03-31,54131921,19174307,423884,17864480
Pakistan,2021-04-30,57285555,22498648,483568,19693003
Pakistan,2021-05-31,59957239,25442064,566161,22789628
Palestine,2020-03-31,19804,86,0,0
Panama,2020-03-31,164823,7285,133,27
Panama,2020-04-30,469415,112687,3087,4645
Panama,2020-05-31,806523,296760,8266,153714
Panama,2020-06-30,1298810,671302,14003,386996
Panama,2020-07-31,2034136,1544999,31805,819145
Panama,2020-08-31,2749614,2495408,54469,1691955
Panama,2020-09-30,3343605,3095304,65935,2321732
Panama,2020-10-31,4161330,3823490,78854,3086246
Panama,2020-11-30,4714289,4442214,86505,3819094
Panama,2020-12-31,5591687,6281785,108008,5205758
Panama,2021-01-31,6325402,9023901,146057,7329604
Panama,2021-02-28,6344982,9296807,157230,8611322
Panama,2021-03-31,7724394,10808142,186048,10433808
Panama,2021-04-30,8175195,10799722,185333,10488438
Panama,2021-05-31,8557146,10745472,182629,10417025
Papua New Guinea,2020-03-31,107501,12,0,0
Papua New Guinea,2020-04-30,469445,139,0,0
Papua New Guinea,2020-05-31,806554,248,0,224
Papua New Guinea,2020-06-30,1298840,261,0,240
Papua New Guinea,2020-07-31,2034167,786,7,275
Papua New Guinea,2020-08-31,2749645,9181,104,3950
Papua New Guinea,2020-09-30,3343635,15304,179,8948
Papua New Guinea,2020-10-31,4161361,17613,217,16732
Papua New Guinea,2020-11-30,4714319,18326,210,17551
Papua New Guinea,2020-12-31,5591718,22656,249,19083
Papua New Guinea,2021-01-31,6325433,25582,279,23769
Papua New Guinea,2021-02-28,6345010,27487,274,23580
Papua New Guinea,2021-03-31,7724425,87886,892,26226
Papua New Guinea,2021-04-30,8175225,271554,2465,92945
Papua New Guinea,2021-05-31,8557175,389520,3979,343433
Paraguay,2020-03-31,174559,546,26,5
Paraguay,2020-04-30,469475,5046,204,1240
Paraguay,2020-05-31,806585,22319,329,7381
Paraguay,2020-06-30,1298870,41461,372,22255
Paraguay,2020-07-31,2034198,107086,919,57925
Paraguay,2020-08-31,2749676,322154,4682,196647
Paraguay,2020-09-30,3343665,895368,17590,481558
Paraguay,2020-10-31,4161392,1643914,35752,1072147
Paraguay,2020-11-30,4714349,2172533,47568,1539817
Paraguay,2020-12-31,5591749,2979709,62415,2150123
Paraguay,2021-01-31,6325464,3746546,77300,2984695
Paraguay,2021-02-28,6345038,4076019,82680,3390332
Paraguay,2021-03-31,7724456,5750218,111906,4751580
Paraguay,2021-04-30,8175255,7379850,155909,6061404
Paraguay,2021-05-31,8557204,9083060,221723,7508651
Peru,2020-03-31,181229,7702,142,518
Peru,2020-04-30,469505,410944,11056,138147
Peru,2020-05-31,3998532,2846050,81415,1053575
Peru,2020-06-30,33993401,6931248,210200,3606549
Peru,2020-07-31,53127210,10657640,424053,7184053
Peru,2020-08-31,71732239,16414082,759195,11256767
Peru,2020-09-30,87168190,22054476,923911,17282734
Peru,2020-10-31,108437396,26653391,1039335,23630554
Peru,2020-11-30,122810053,28025436,1056154,25846638
Peru,2020-12-31,145632327,30624534,1140356,28636485
Peru,2021-01-31,164708917,32876154,1204526,30599721
Peru,2021-02-28,165193952,34491490,1222507,31896933
Peru,2021-03-31,201082709,44328085,1526553,41513915
Peru,2021-04-30,212795520,50368511,1692814,48120325
Peru,2021-05-31,222718231,54460864,1902554,52905861
Philippines,2020-01-31,1035,2,0,0
Philippines,2020-02-29,46982,80,28,18
Philippines,2020-03-31,197008,11453,669,368
Philippines,2020-04-30,469535,163684,10091,13116
Philippines,2020-05-31,806643,386438,24374,77416
Philippines,2020-06-30,1298900,813411,33051,198564
Philippines,2020-07-31,2034229,1949430,50594,679414
Philippines,2020-08-31,2749707,4980560,82571,3060066
Philippines,2020-09-30,3343695,8070661,136916,6186401
Philippines,2020-10-31,4161423,10848463,200958,9226754
